"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","geneid"
2.07441905178687e-60,1.56593686229301,0.828,0.332,6.29482461264726e-56,"COX4I1","ENSG00000131143"
1.76723816248516e-60,1.23890881790897,0.951,0.519,5.36268420406123e-56,"RPS11","ENSG00000142534"
1.53427207061434e-60,2.18505674881518,0.586,0.133,4.6557485982792e-56,"SELENOK","ENSG00000113811"
1.28914526161263e-60,1.76803888540809,0.664,0.189,3.91191129636352e-56,"MORF4L2","ENSG00000123562"
1.19900587789819e-60,1.67462568345576,0.702,0.215,3.63838333648205e-56,"SARAF","ENSG00000133872"
9.00516578951382e-61,1.24339222736038,0.944,0.494,2.73261755882797e-56,"RPLP0","ENSG00000089157"
8.18559291509451e-61,1.23602080195084,0.941,0.465,2.48391817008543e-56,"RPS13","ENSG00000110700"
6.87225928447006e-61,1.14085455852344,0.952,0.468,2.08538707987244e-56,"RPL26","ENSG00000161970"
6.74804732295058e-61,1.75765853512127,0.69,0.207,2.04769496014935e-56,"DAD1","ENSG00000129562"
5.26831777598014e-61,1.1186534271461,0.97,0.484,1.59867102912117e-56,"RPS27A","ENSG00000143947"
4.80260445303316e-61,1.53187444308734,0.77,0.263,1.45735032127291e-56,"DNAJA1","ENSG00000086061"
3.05618989258573e-61,1.65463420826829,0.728,0.239,9.2740082290514e-57,"RPS27L","ENSG00000185088"
1.37295545053978e-61,1.58770274074723,0.726,0.236,4.16623331466296e-57,"CYB5R3","ENSG00000100243"
1.24062953429547e-61,1.11410007524237,0.973,0.506,3.76469032181959e-57,"RPL19","ENSG00000108298"
7.98940086222877e-62,1.06314305753244,0.999,0.603,2.42438369164332e-57,"RPL10","ENSG00000147403"
6.08583304449826e-62,1.34318594505707,0.92,0.396,1.846746037353e-57,"CFL1","ENSG00000172757"
4.84206833032388e-62,2.18612277613385,0.695,0.269,1.46932563483678e-57,"COL1A1","ENSG00000108821"
4.09041289640236e-62,1.1511758561394,0.957,0.492,1.24123579341329e-57,"RPS3A","ENSG00000145425"
2.68138595279303e-62,1.15692199256784,0.961,0.473,8.13666567375046e-58,"RPL8","ENSG00000161016"
2.25215317893952e-62,1.87161040964031,0.685,0.191,6.83415882149196e-58,"COX6A1","ENSG00000111775"
1.64006872960731e-62,1.75700030306647,0.69,0.199,4.97678855999337e-58,"ATP6V1G1","ENSG00000136888"
1.52317711435778e-62,1.96761672896367,0.657,0.178,4.62208095351869e-58,"COX8A","ENSG00000176340"
1.25888728342061e-62,1.02790307995095,0.994,0.663,3.82009346153983e-58,"EEF1A1","ENSG00000156508"
8.82570124085676e-63,1.8644482927492,0.66,0.171,2.67815904153798e-58,"ATP5PF","ENSG00000154723"
5.83526335969423e-63,1.83816380726729,0.731,0.239,1.77071066649921e-58,"MICOS10","ENSG00000173436"
